Job_Title,Company_Name,URL,Location,Experience,Salary,Skills_Required,Matched_Keywords
Senior Software Engineer - Android,ixigo,https://www.timesjobs.com/job-detail/senior-software-engineer-android-ixigo-delhi-3-5-years-jobid-02ZG7Xe3qFVzpSvf+uAgZw==&source=srp,Delhi,3 - 5 Yrs,Not disclosed,"Android development SDK, Kotlin/Core Java, Dagger /Hilt expertise, Application performance optimization, Debugging and testing skills","Java, Kotlin, Android, Concurrency, Unit Testing, Design Patterns, Algorithms"
"Software Engineer III, Infrastructure",Google,https://www.timesjobs.com/job-detail/software-engineer-iii-infrastructure-google-israel-2-5-years-jobid-lH9mSXu__SLASH__uddzpSvf+uAgZw==&source=srp,Israel,2 - 5 Yrs,Not disclosed,"Large scale infrastructure, Software development, C++ programming, Data structures, Distributed systems","Google Cloud, Distributed Systems, Networking, Data Structures, Algorithms, System Design"
"Lead Software Engineer Python, AI/Agent",Blue Yonder,https://www.timesjobs.com/job-detail/lead-software-engineer-python-aiagent-blue-yonder-hyderabadsecunderabad-5-8-years-jobid-8Co19Catp8tzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,5 - 8 Yrs,Not disclosed,"Python Development, Cloud Solutions, AI Agent Programming, Microservices Architecture, Prompt Engineering","Python, REST API, FastAPI, Azure, CI/CD, LLM, Microservices, Git, OAuth"
"Software Engineer III, Infrastructure",Google,https://www.timesjobs.com/job-detail/software-engineer-iii-infrastructure-google-israel-2-5-years-jobid-m2Eb6XgMbtpzpSvf+uAgZw==&source=srp,Israel,2 - 5 Yrs,Not disclosed,"Software Development, Distributed Systems, Code Review, Algorithm Expertise, Team Mentoring","Google Cloud, Machine Learning, Distributed Systems, Networking, Data Structures, Algorithms, System Design"
AI Native Software Engineer,Accenture,https://www.timesjobs.com/job-detail/ai-native-software-engineer-accenture-pune-7-9-years-jobid-__SLASH__mji+HQoN+pzpSvf+uAgZw==&source=srp,Pune,7 - 9 Yrs,Not disclosed,"AI driven solutions, Generative AI frameworks, Incident management, ServiceNow ITSM, Problem solving skills",
Software Engineer .NET MVC,Fingent,https://www.timesjobs.com/job-detail/software-engineer-net-mvc-fingent-remote-4-6-years-jobid-aIwvKnU0DNBzpSvf+uAgZw==&source=srp,Remote,4 - 6 Yrs,Not disclosed,"C# Development, NET Framework, MVC Architecture, OOPS Concepts, SQL Database Management","jQuery, .NET, ASP.NET, Azure, SQL"
"Staff Software Engineer, Pixel",Google,https://www.timesjobs.com/job-detail/staff-software-engineer-pixel-google-san-francisco-8-11-years-jobid-Za07JLT4__SLASH__wlzpSvf+uAgZw==&source=srp,San Francisco,8 - 11 Yrs,Not disclosed,"Software Development, Android Application Development, Prototyping Experience, Data Structures Knowledge, Algorithm Design","Java, Rust, Kotlin, Android, Networking, Data Structures, Algorithms, System Design"
Title: Senior Software Engineer,NetApp,https://www.timesjobs.com/job-detail/title-senior-software-engineer-netapp-bengaluru-8-11-years-jobid-Wmes1RXgMipzpSvf+uAgZw==&source=srp,Bengaluru,8 - 11 Yrs,Not disclosed,"Go and Python proficiency, API development experience, Observability and monitoring, Data Lakehouse concepts, Talent management skills","Python, Go, GraphQL, CI/CD, PostgreSQL, Redis, Data Engineering"
Senior Software Engineer - Java,Master Card,https://www.timesjobs.com/job-detail/senior-software-engineer-java-master-card-norway-5-7-years-jobid-DhdfFu+W5k1zpSvf+uAgZw==&source=srp,Norway,5 - 7 Yrs,Not disclosed,Java Development Scalable Systems System Design Code Quality Debugging Skills,"Distributed Systems, Agile, System Design"
Software Engineer II - Java,Master Card,https://www.timesjobs.com/job-detail/software-engineer-ii-java-master-card-norway-3-5-years-jobid-flfenBy1N7NzpSvf+uAgZw==&source=srp,Norway,3 - 5 Yrs,Not disclosed,"Java Development, REST API Design, Agile Methodology, Software Maintenance, Quality Assurance","Java, Agile, Jira, Confluence"
Senior Software Engineer (.NET),Volvo,https://www.timesjobs.com/job-detail/senior-software-engineer-net-volvo-poland-5-7-years-jobid-XG1kb6QPQfhzpSvf+uAgZw==&source=srp,Poland,5 - 7 Yrs,Not disclosed,"Full stack Development, NET Technologies, REST API Design, SQL Server Optimization, Agile Methodologies","Angular, .NET, ASP.NET, Azure, SQL, Agile, Scrum, Design Patterns, System Design"
"Senior Software Engineer, Safe Coding",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-safe-coding-google-singapore-switzerland-germany-seattle-5-8-years-jobid-hlch9qnwGZNzpSvf+uAgZw==&source=srp,"Singapore, Switzerland, Germany, Seattle",5 - 8 Yrs,Not disclosed,"Software Development, Data Privacy, Software Testing, Software Architecture, Vulnerability Management","Networking, Data Structures, Algorithms, System Design"
"Staff, Security Software Engineer - Coupang Play",Coupang,https://www.timesjobs.com/job-detail/staff-security-software-engineer-coupang-play-coupang-singapore-5-9-years-jobid-2zOWUkADeEtzpSvf+uAgZw==&source=srp,Singapore,5 - 9 Yrs,Not disclosed,"Security Software Engineering, Vulnerability Assessment, Software Development Lifecycle, Cryptography Expertise, Cloud Security Practices","Python, Java, Go, AWS, Azure, GCP, CI/CD, Bash, Machine Learning, Android, Microservices, Encryption, Penetration Testing"
Career Opportunities: Associate Software Engineer (49808),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-associate-software-engineer-49808-incedo-mexico-5-7-years-jobid-qnog8F7kCR9zpSvf+uAgZw==&source=srp,Mexico,5 - 7 Yrs,Not disclosed,"Data Science, Digital Transformation, Software Development, Engineering Capabilities, Technology Consulting",Data Science
"Mobile Software Engineer, Google Pay",Google,https://www.timesjobs.com/job-detail/mobile-software-engineer-google-pay-google-singapore-2-3-years-jobid-j3kGnbOATtJzpSvf+uAgZw==&source=srp,Singapore,2 - 3 Yrs,Not disclosed,"Mobile Development, Flutter Framework, Full Stack Engineering, Performance Optimization, User Interface Design","Python, Java, Dart, Android, iOS, Flutter, Networking, System Design"
"Senior Software Engineer, Google Workspace",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-google-workspace-google-bengaluru-5-8-years-jobid-4YT9HOaWGWpzpSvf+uAgZw==&source=srp,Bengaluru,5 - 8 Yrs,Not disclosed,"Software Development, Full Stack Development, Code Review Best Practices, Software Design, Testing and Debugging","Java, JavaScript, TypeScript, Angular, Networking, Data Structures, Algorithms, System Design"
Senior Software Engineer II - Confluent,IBM,https://www.timesjobs.com/job-detail/senior-software-engineer-ii-confluent-ibm-bengaluru-8-1-years-jobid-+up5qRpiUERzpSvf+uAgZw==&source=srp,Bengaluru,8 - 1 Yrs,Not disclosed,"Cloud native engineering, Distributed systems, Backend service development, Performance monitoring, Technical leadership","Python, Java, Go, Kubernetes, PostgreSQL, MySQL, Machine Learning, Generative AI, Kafka, Distributed Systems, Microservices"
Title: Senior Software Engineer,NetApp,https://www.timesjobs.com/job-detail/title-senior-software-engineer-netapp-bengaluru-8-11-years-jobid-2Z1PXK+j__SLASH__XpzpSvf+uAgZw==&source=srp,Bengaluru,8 - 11 Yrs,Not disclosed,"Software Development, Test Automation, Problem Analysis, Code Refactoring, Data Management",
"Software Engineer, AI Engineering Productivity",Google,https://www.timesjobs.com/job-detail/software-engineer-ai-engineering-productivity-google-singapore-2-6-years-jobid-QpLS+PF0ZulzpSvf+uAgZw==&source=srp,Singapore,2 - 6 Yrs,Not disclosed,"Full Stack Development, AI Automation, Mobile App Development, Software Engineering, Client Side Coding","Python, Java, JavaScript, TypeScript, Go, Kotlin, PHP, Ruby, Dart, HTML, CSS, Node.js, Machine Learning, Android, iOS, Flutter, Networking, System Design"
Software Engineer II (Escalation Engineer),barracuda,https://www.timesjobs.com/job-detail/software-engineer-ii-escalation-engineer-barracuda-remote-3-5-years-jobid-6C6Zs0vK__SLASH__31zpSvf+uAgZw==&source=srp,Remote,3 - 5 Yrs,Not disclosed,"Software Development, Incident Response, Root Cause Analysis, Customer Advocacy, Cloud Security","Python, Java, JavaScript, TypeScript, React, AWS, Docker, CI/CD, Lambda, SQL, PostgreSQL, MySQL, Distributed Systems, Microservices, Git, Cybersecurity"
Senior Software Engineer - Reltio,GE Healthcare,https://www.timesjobs.com/job-detail/senior-software-engineer-reltio-ge-healthcare-bengaluru-5-7-years-jobid-9GkkISiXYNJzpSvf+uAgZw==&source=srp,Bengaluru,5 - 7 Yrs,Not disclosed,"Cloud Technology Expertise, API Development Skills, Master Data Management, Full Stack Development, Microservices Architecture","Python, Java, AWS, Azure, GCP, CI/CD, NoSQL, Machine Learning, Kafka, Microservices, Embedded Systems, Agile, Scrum, Algorithms, OOP, Encryption"
"Software Engineer, On-Device Machine Learning",Google,https://www.timesjobs.com/job-detail/software-engineer-on-device-machine-learning-google-united-states-of-america-usa-2-5-years-jobid-jng8r0ez8flzpSvf+uAgZw==&source=srp,United States of America (USA),2 - 5 Yrs,Not disclosed,"Machine Learning Infrastructure, Mobile Development, On Device Model Optimization, Generative AI Architectures, Framework Performance Tuning","Google Cloud, Machine Learning, TensorFlow, PyTorch, Generative AI, Android, iOS, Networking, Embedded Systems, System Design"
Sr Lead Software Engineer - AI Security Platform,Northern Trust Corp Ltd,https://www.timesjobs.com/job-detail/sr-lead-software-engineer-ai-security-platform-northern-trust-corp-ltd-chicago-12-15-years-jobid-SHNbtkrFxnFzpSvf+uAgZw==&source=srp,Chicago,12 - 15 Yrs,Not disclosed,"React Development, Python Engineering, Azure Cloud Services, CI/CD Automation, Security Engineering","Python, JavaScript, TypeScript, React, Azure, Docker, Kubernetes, CI/CD, GitHub Actions, SQL, LLM, Generative AI, Networking, Cybersecurity, OAuth"
"Senior Software Engineer, AI/ML, Core",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-aiml-core-google-united-states-of-america-usa-5-8-years-jobid-9ew7j1Zpw5tzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 8 Yrs,Not disclosed,"Python/C++ Programming, Software Testing, Machine Learning, Model Deployment, Technical Leadership","Python, Google Cloud, Networking, Data Structures, Algorithms, System Design"
Career Opportunities: Associate Software Engineer (49808),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-associate-software-engineer-49808-incedo-mexico-3-7-years-jobid-oL5AoGiwhbtzpSvf+uAgZw==&source=srp,Mexico,3 - 7 Yrs,Not disclosed,"Data Science Techniques, Digital Transformation Expertise, Engineering Skills, Business Impact Analysis, Domain Knowledge",Data Science
Career Opportunities: Software Engineer Trainee (49670),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-software-engineer-trainee-49670-incedo-mexico-3-5-years-jobid-ekqOMg68Os9zpSvf+uAgZw==&source=srp,Mexico,3 - 5 Yrs,Not disclosed,"Digital Transformation, Data Science, Engineering Solutions, Domain Expertise, Technology Integration",Data Science
Career Opportunities: Software Engineer (50437),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-software-engineer-50437-incedo-mexico-4-6-years-jobid-ogzG5SHYoKtzpSvf+uAgZw==&source=srp,Mexico,4 - 6 Yrs,Not disclosed,"Front end development, React framework, UI design principles, RESTful API development, JavaScript fundamentals","JavaScript, TypeScript, React, CSS, Tailwind, CI/CD, Data Science, Git, Agile, Scrum, Unit Testing"
"Staff Software Engineer, GenAI Gaming",Google,https://www.timesjobs.com/job-detail/staff-software-engineer-genai-gaming-google-bengaluru-8-11-years-jobid-ZvGJddlcq8hzpSvf+uAgZw==&source=srp,Bengaluru,8 - 11 Yrs,Not disclosed,"Software Development Expertise, Machine Learning Design, Artificial Intelligence Models, Technical Leadership Skills, Software Architecture Knowledge","Machine Learning, Networking, Data Structures, Algorithms, System Design"
Career Opportunities: Software Engineer Trainee (49670),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-software-engineer-trainee-49670-incedo-mexico-5-8-years-jobid-FRI2RJB2Ul5zpSvf+uAgZw==&source=srp,Mexico,5 - 8 Yrs,Not disclosed,"Data Science Expertise, Software Engineering, Digital Transformation, Project Management, Technical Architecture",Data Science
Career Opportunities: Associate Software Engineer (49808),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-associate-software-engineer-49808-incedo-mexico-5-8-years-jobid-Hz5VR__SLASH__vtzJVzpSvf+uAgZw==&source=srp,Mexico,5 - 8 Yrs,Not disclosed,"Data Science Techniques, Engineering Capabilities, Digital Transformation, Domain Understanding, Client Engagement",Data Science
"Senior Software Engineer, Agentic AI And Observability",Nvidia,https://www.timesjobs.com/job-detail/senior-software-engineer-agentic-ai-and-observability-nvidia-canada-8-11-years-jobid-oTrwvNe7I3JzpSvf+uAgZw==&source=srp,Canada,8 - 11 Yrs,Not disclosed,"Software Engineering Skills, Python Programming, CI/CD Practices, Container Orchestration, Observability Platforms","Python, Docker, Kubernetes, Terraform, CI/CD, LLM, Distributed Systems"
Confluent - Senior Software Engineer II,IBM,https://www.timesjobs.com/job-detail/confluent-senior-software-engineer-ii-ibm-other-citys-in-new-york-5-8-years-jobid-9geIVKLNhytzpSvf+uAgZw==&source=srp,Other City(s) in New York,5 - 8 Yrs,Not disclosed,"Cloud Infrastructure, Go Programming, Kubernetes Operations, Observability Practices, System Performance","Python, Java, Go, AWS, Azure, GCP, Kubernetes, Terraform, CI/CD, Linux, Machine Learning, Generative AI, Kafka, Networking"
"Senior Software Engineer, Google Cloud",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-google-cloud-google-bengaluru-5-6-years-jobid-wy2Zf63ObblzpSvf+uAgZw==&source=srp,Bengaluru,5 - 6 Yrs,Not disclosed,"Go Programming, Python Development, AI/ML Expertise, Distributed Systems, Cloud Infrastructure","Python, Go, Google Cloud, CI/CD, Generative AI, Distributed Systems, Networking, System Design"
"Software Engineer, Generative AI, Maps",Google,https://www.timesjobs.com/job-detail/software-engineer-generative-ai-maps-google-united-states-of-america-usa-2-5-years-jobid-C33A__SLASH__hAM4S5zpSvf+uAgZw==&source=srp,United States of America (USA),2 - 5 Yrs,Not disclosed,Machine Learning Infrastructure Generative AI Techniques Computational Geometry Algorithms Software Development Practices Data Structures & Algorithms,"Computer Vision, Generative AI, Networking, Data Structures, Algorithms, System Design"
"Senior Software Engineer, Google EDACloud",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-google-edacloud-google-israel-5-6-years-jobid-fjoMvfflrEhzpSvf+uAgZw==&source=srp,Israel,5 - 6 Yrs,Not disclosed,"Software Development, Cloud Systems Design, Data Structures, AI/Machine Learning, Problem Solving","Google Cloud, Machine Learning, Microservices, Networking, Data Structures, Algorithms, System Design"
"Software Engineer II, Corp Eng",Google,https://www.timesjobs.com/job-detail/software-engineer-ii-corp-eng-google-hyderabadsecunderabad-1-4-years-jobid-q94ovcbFwNVzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,1 - 4 Yrs,Not disclosed,"Software Development, Programming Languages, Code Review, Debugging Techniques, Project Management","Python, Java, JavaScript, Networking, System Design"
SOFTWARE ENGINEER INTERN (SUMMER 2027),Cvent,https://www.timesjobs.com/job-detail/software-engineer-intern-summer-2027-cvent-united-states-of-america-usa-0-3-years-jobid-ncSJF0D5urdzpSvf+uAgZw==&source=srp,United States of America (USA),0 - 3 Yrs,Not disclosed,"Cloud based applications, Database technologies, Agile environment, Problem solving, Communication skills","NoSQL, Agile"
"Staff Software Engineer, Rollouts Sequencing",Google,https://www.timesjobs.com/job-detail/staff-software-engineer-rollouts-sequencing-google-ireland-8-11-years-jobid-yQgrBqbI6btzpSvf+uAgZw==&source=srp,Ireland,8 - 11 Yrs,Not disclosed,"Software Development, Technical Leadership, AI Integration, Cloud Platforms, Back end Architecture","Python, Java, Go, GCP, Google Cloud, Networking, System Design"
"Software Engineer III, AI/ML, Search",Google,https://www.timesjobs.com/job-detail/software-engineer-iii-aiml-search-google-united-states-of-america-usa-2-5-years-jobid-Q4mHZDWJe+VzpSvf+uAgZw==&source=srp,United States of America (USA),2 - 5 Yrs,Not disclosed,"Software Development, Machine Learning, Data Structures, System Design, Model Optimization","Networking, Data Structures, Algorithms, System Design"
"Software Engineer, AI Infrastructure, XR",Google,https://www.timesjobs.com/job-detail/software-engineer-ai-infrastructure-xr-google-taiwan-2-3-years-jobid-HQhC6GJn1lxzpSvf+uAgZw==&source=srp,Taiwan,2 - 3 Yrs,Not disclosed,"Software Development, AI/ML Techniques, Developer Tools, Programming Skills, CI/CD Systems","Python, Java, Go, CI/CD, Android, Networking, System Design"
"Senior Software Engineer, Infra Spanner",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-infra-spanner-google-united-states-of-america-usa-5-8-years-jobid-Y3k+__SLASH__tbWUHJzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 8 Yrs,Not disclosed,"Advanced C++ Programming, Distributed Databases Design, Performance Analysis Optimization, Multithreading Synchronization, Database Internals Diagnostics","Google Cloud, SQL, Multithreading, Concurrency, Networking, Algorithms, System Design"
Computer Scientist,Adobe,https://www.timesjobs.com/job-detail/computer-scientist-adobe-noidagreater-noida-4-6-years-jobid-WBSFazNu605zpSvf+uAgZw==&source=srp,Noida/Greater Noida,4 - 6 Yrs,Not disclosed,"C++ Programming, Video Processing, Algorithm Development, Performance Optimization, AI Tools Integration","Express, Design Patterns, Data Structures, Algorithms"
2026 Intern Conversion : Hardware Engineer,IBM,https://www.timesjobs.com/job-detail/2026-intern-conversion-hardware-engineer-ibm-other-citys-in-new-york-albany-1-3-years-jobid-+hifgTBeUHpzpSvf+uAgZw==&source=srp,"Other City(s) in New York, Albany",1 - 3 Yrs,Not disclosed,"Quantum Computing, Artificial Intelligence, High Performance Computing, Hybrid Cloud Integration, Innovation in Technology",
APPLICATION ARCHITECT,Wipro,https://www.timesjobs.com/job-detail/application-architect-wipro-united-states-of-america-usa-2-5-years-jobid-prcT04Sk63ZzpSvf+uAgZw==&source=srp,United States of America (USA),2 - 5 Yrs,Not disclosed,"Machine Learning Algorithms, Computer Vision Techniques, Deep Learning Frameworks, Big Data Computation, Cloud Services Expertise","Python, Java, AWS, Google Cloud, Machine Learning, Deep Learning, TensorFlow, Computer Vision, OpenCV, Kafka, Algorithms"
"Senior Solutions Architect, Automotive & Manufacturing",Amazon,https://www.timesjobs.com/job-detail/senior-solutions-architect-automotive-manufacturing-amazon-bengaluru-8-11-years-jobid-13ITb2TrzctzpSvf+uAgZw==&source=srp,Bengaluru,8 - 11 Yrs,Not disclosed,"Cloud Solutions Design, Architectural Guidance, IoT and Edge Computing, Data Analytics Expertise, High Performance Computing","AWS, Computer Vision, Networking"
Career Opportunities: Senior Data Engineer (50575),Incedo,https://www.timesjobs.com/job-detail/career-opportunities-senior-data-engineer-50575-incedo-mexico-4-6-years-jobid-vmmTKZvpmHJzpSvf+uAgZw==&source=srp,Mexico,4 - 6 Yrs,Not disclosed,"Big Data Technologies, Cloud Computing Platforms, Data Processing Frameworks, Distributed Computing Concepts, Security and Compliance","AWS, Azure, Data Science, ETL, Apache Spark, Kafka"
Research Intern: Linear Algebra And Hamiltonian Simulation - 2027,IBM,https://www.timesjobs.com/job-detail/research-intern-linear-algebra-and-hamiltonian-simulation-2027-ibm-other-citys-in-new-york-0-1-years-jobid-__SLASH__rscGK7sxppzpSvf+uAgZw==&source=srp,Other City(s) in New York,0 - 1 Yrs,Not disclosed,"Quantum Computing, Python Programming, Numerical Methods, Algorithm Benchmarking, Scientific Computing","Python, Algorithms"
COMPUTER OPERATOR,Divya Placement Consultant,https://www.timesjobs.com/job-detail/computer-operator-divya-placement-consultant-faridabad-2-5-years-jobid-qc3tBBbuiwZzpSvf+uAgZw==&source=srp,Faridabad,2 - 5 Yrs,Not disclosed,"Good Communication Skills, Advanced Excel Knowledge, Email Correspondence Skills, Project Handling Skills, Stock Maintenance Knowledge",Express
Computer Scientist I (Full Stack Growth Engineer),Adobe,https://www.timesjobs.com/job-detail/computer-scientist-i-full-stack-growth-engineer-adobe-bengaluru-4-6-years-jobid-vd1si__SLASH__by9LlzpSvf+uAgZw==&source=srp,Bengaluru,4 - 6 Yrs,Not disclosed,"Full Stack Development, AI Integration, API Design, JavaScript/TypeScript, Campaign Automation","Python, JavaScript, TypeScript, React, Express, LLM"
INSTRUMENTATION TECHNICIAN,ASMACS,https://www.timesjobs.com/job-detail/instrumentation-technician-asmacs-other-citys-in-qatar-5-10-years-jobid-vpfX__SLASH__QcgqgxzpSvf+uAgZw==&source=srp,Other City(s) in Qatar,5 - 10 Yrs,Not disclosed,"Instrument installation, Instrument calibration",
Full Time Job,Wab Consultant,https://www.timesjobs.com/job-detail/full-time-job--wab-consultant-anand-jamnagar-surat-rajkot-vadodara-0-2-years-jobid-j5PcsZcXO6dzpSvf+uAgZw==&source=srp,"Anand, Jamnagar, Surat, Rajkot, Vadodara",0 - 2 Yrs,0.01 - 2.04 LPA,"Software Developer, Java Developer, Android Development, python, microsoft office, accountant, cash, balance sheet, accounting, bank reconciliation, tally, finance, accounts, IT Executive, Android Developer, Data Analysis, Data Entry, data entry operator, account assistant, computer operator, front office executive, back office, account executive, accounts executive, tally erp, ms excel",
Associate Commercial Counsel (English),Google,https://www.timesjobs.com/job-detail/associate-commercial-counsel-english-google-dubai-germany-spain-france-3-6-years-jobid-tA8bzK+G6mNzpSvf+uAgZw==&source=srp,"Dubai, Germany, Spain, France",3 - 6 Yrs,Not disclosed,"Legal Compliance, Cloud Computing, Commercial Agreements, Stakeholder Engagement, Contract Negotiation",Go
"Senior Software Engineer, AI/ML, Geo Perception",Google,https://www.timesjobs.com/job-detail/senior-software-engineer-aiml-geo-perception-google-united-states-of-america-usa-5-8-years-jobid-UKF9Q5bkgYdzpSvf+uAgZw==&source=srp,United States of America (USA),5 - 8 Yrs,Not disclosed,"Software Development, Machine Learning, Computer Vision, Python Proficiency, Data Structures","Python, Machine Learning, Computer Vision, Networking, Data Structures, Algorithms, System Design"
"Software Development Engineer, Amazon Currency Converter For Sellers (ACCS)",Amazon,https://www.timesjobs.com/job-detail/software-development-engineer-amazon-currency-converter-for-sellers-accs-amazon-bengaluru-3-5-years-jobid-gItzDo__SLASH__ogiZzpSvf+uAgZw==&source=srp,Bengaluru,3 - 5 Yrs,Not disclosed,"Distributed Computing, Software Development, System Design, Agile Methodologies, Machine Learning","Machine Learning, Distributed Systems, Agile, Design Patterns"
"Software Development Engineer, Amazon Fulfillment Technology (AFT), Platform Engineering And Services",Amazon,https://www.timesjobs.com/job-detail/software-development-engineer-amazon-fulfillment-technology-aft-platform-engineering-and-services-amazon-hyderabadsecunderabad-3-5-years-jobid-JuYV__SLASH__UV2t+hzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,3 - 5 Yrs,Not disclosed,"Software Development, Code Review, Cloud Computing, Data Analysis, IoT Solutions","Machine Learning, Computer Vision, Distributed Systems, Design Patterns"
"Sr. Solution Architect, Startups",Amazon,https://www.timesjobs.com/job-detail/sr-solution-architect-startups-amazon-bengaluru-8-12-years-jobid-yWmmYVEKCMFzpSvf+uAgZw==&source=srp,Bengaluru,8 - 12 Yrs,Not disclosed,"Cloud Computing, Technical Consulting, Infrastructure Architecture, Solution Architecture, Customer Engagement","AWS, Generative AI, Networking"
Data Engineer-Data Platforms-SnowFlake,IBM,https://www.timesjobs.com/job-detail/data-engineer-data-platforms-snowflake-ibm-kolkata-6-7-years-jobid-rKadzOCjuY9zpSvf+uAgZw==&source=srp,Kolkata,6 - 7 Yrs,Not disclosed,"Snowflake Expertise, Data Engineering, Cloud Computing, Implementation Solutions, Technical Optimization",Data Engineering
"Software Development Engineer II , Risk And Compliance Solutions (RCS)",Amazon,https://www.timesjobs.com/job-detail/software-development-engineer-ii-risk-and-compliance-solutions-rcs-amazon-bengaluru-3-6-years-jobid-KtuDP66MWipzpSvf+uAgZw==&source=srp,Bengaluru,3 - 6 Yrs,Not disclosed,"Software Development, Scalable Systems, Distributed Computing, Risk Management, Agile Methodologies","Python, Java, Distributed Systems, Agile"
MFT/CD Developer,Wipro,https://www.timesjobs.com/job-detail/mftcd-developer-wipro-mexico-3-5-years-jobid-AqZmb5wPnT5zpSvf+uAgZw==&source=srp,Mexico,3 - 5 Yrs,Not disclosed,"Integration Development, Cloud Computing, Agile Methodologies, Data Modeling, Interpersonal Skills","Python, Java, AWS, Azure, GCP, Docker, Kubernetes, CI/CD, Microservices, Agile"
Senior Solutions Architect Large Scale AI Inference,Nvidia,https://www.timesjobs.com/job-detail/senior-solutions-architect-large-scale-ai-inference-nvidia-france-5-9-years-jobid-bKVqFa__SLASH__pVkxzpSvf+uAgZw==&source=srp,France,5 - 9 Yrs,Not disclosed,"AI Inference Optimization, Neural Networks Expertise, High Performance Computing, GPU Architecture Understanding, Parallel Computing Techniques",LLM
Associate Application Developer - Azure And Microsoft - 2027,IBM,https://www.timesjobs.com/job-detail/associate-application-developer-azure-and-microsoft-2027-ibm-united-states-of-america-usa-0-1-years-jobid-Vcx95o4kixtzpSvf+uAgZw==&source=srp,United States of America (USA),0 - 1 Yrs,Not disclosed,"Programming Languages, Software Development, Cloud Computing, API Integration, Version Control","Python, Java, JavaScript, Azure, Git"
"Software Developer Intern -Tucson, AZ",IBM,https://www.timesjobs.com/job-detail/software-developer-intern-tucson-az-ibm-united-states-of-america-usa-3-6-years-jobid-crOVmKz48JhzpSvf+uAgZw==&source=srp,United States of America (USA),3 - 6 Yrs,Not disclosed,"Software Development, API Development, Cloud Computing, DevOps Practices, Agile Methodologies","Python, Java, JavaScript, Go, Docker, Kubernetes, CI/CD, Linux, NoSQL, Distributed Systems, Microservices, Git, Agile, Data Structures, Cybersecurity"
Data Engineer-Data Platforms-SnowFlake,IBM,https://www.timesjobs.com/job-detail/data-engineer-data-platforms-snowflake-ibm-pune-6-8-years-jobid-92O6jAxkzRBzpSvf+uAgZw==&source=srp,Pune,6 - 8 Yrs,Not disclosed,"Snowflake Expertise, Data Engineering, Cloud Computing, Implementation Skills, Technical Solutions",Data Engineering
"SMB Account Manager, Gemini Enterprise And Google Workspace, Italy",Google,https://www.timesjobs.com/job-detail/smb-account-manager-gemini-enterprise-and-google-workspace-italy-google-italy-ireland-2-5-years-jobid-xFRNW69xv6RzpSvf+uAgZw==&source=srp,"Italy, Ireland",2 - 5 Yrs,Not disclosed,"Account Management, Customer Engagement, Cloud Computing, Sales Strategy, Italian Fluency",Google Cloud
INFRASTRUCTURE AND PLATFORM ARCHITECT L2,Wipro,https://www.timesjobs.com/job-detail/infrastructure-and-platform-architect-l2-wipro-pune-8-9-years-jobid-2HtmDcJgfC9zpSvf+uAgZw==&source=srp,Pune,8 - 9 Yrs,Not disclosed,"Cloud Computing, Infrastructure Architecture, Digital Transformation, Consulting Solutions, Engineering Operations",
"Software Development Engineer, Payroll Tax & Accounting Tech",Amazon,https://www.timesjobs.com/job-detail/software-development-engineer-payroll-tax-accounting-tech-amazon-hyderabadsecunderabad-3-5-years-jobid-R32MmtbZMZlzpSvf+uAgZw==&source=srp,Hyderabad/Secunderabad,3 - 5 Yrs,Not disclosed,"Software Development, Cloud Computing, Tax Calculation, Data Structures, Agile Methodologies","AWS, Machine Learning, LLM, Level Design, Agile, Design Patterns, Data Structures, Algorithms"
"Senior Solutions Architect, Developer Transformation",Amazon,https://www.timesjobs.com/job-detail/senior-solutions-architect-developer-transformation-amazon-bengaluru-10-13-years-jobid-m0b27J2ONbNzpSvf+uAgZw==&source=srp,Bengaluru,10 - 13 Yrs,Not disclosed,Solutions Architecture AI Integration Cloud Computing Executive Engagement Software Development,"AWS, CI/CD, Microservices, Networking"
"Solution Architect, Startups",Amazon,https://www.timesjobs.com/job-detail/solution-architect-startups-amazon-bengaluru-4-10-years-jobid-vzFNwjgIgnFzpSvf+uAgZw==&source=srp,Bengaluru,4 - 10 Yrs,Not disclosed,"Cloud Computing, Technical Consulting, Software Development, AWS Technologies, Customer Engagement","AWS, Generative AI, Networking"
